year,country_destination_id,import_val,tipo
1996,XXA,1177738.37,import
1996,XXB,81669.59,import
1996,XXC,66582738.95,import
1996,AUS,50008089952,import
1996,COK,4899812.97,import
1996,FJI,504561755,import
1996,FSM,53896767.51,import
1996,KIR,10124029.65,import
1996,MHL,20247494.79,import
1996,MNP,4133979.45,import
1996,NCL,536855107.6,import
1996,NFK,1372740.93,import
1996,NIU,1073119.08,import
1996,NRU,36745668.92,import
1996,NZL,13495255458,import
1996,PCN,5058100.6,import
1996,PLW,34055464.51,import
1996,PNG,2130867789,import
1996,PYF,75164367.8,import
1996,SLB,195277966.2,import
1996,TKL,4713368.8,import
1996,TON,14415473.14,import
1996,TUV,1634017.96,import
1996,VUT,39425105.94,import
1996,WLF,413403.32,import
1996,WSM,65409279.75,import
1996,XXA,7433787.99,import
1996,ARG,21936441638,import
1996,BOL,1170286626,import
1996,BRA,48772622386,import
1996,CHL,15624868128,import
1996,COL,11005348655,import
1996,ECU,5464832523,import
1996,FLK,49700339.58,import
1996,GUY,507903764,import
1996,PER,5801426748,import
1996,PRY,1311910407,import
1996,SUR,639617078.6,import
1996,URY,2834155568,import
1996,VEN,17098284872,import
1996,XXA,363114.9,import
1996,XXE,114785250.6,import
1996,XXF,1405936459,import
1996,XXG,72388766.36,import
1996,XXA,9079773963,import
1996,XXI,15483244183,import
1997,AGO,3155605842,import
1997,BDI,97557805.02,import
1997,BEN,283246136.4,import
1997,BFA,235554859.8,import
1997,CAF,76285766.29,import
1997,CIV,4711422816,import
1997,CMR,2457996094,import
1997,COD,497993592.8,import
1997,COG,1358880923,import
1997,COM,14117062.98,import
1997,CPV,99778544.45,import
1997,DJI,15529146.71,import
1997,DZA,8694062892,import
1997,EGY,6360260818,import
1997,ERI,49036458.87,import
1997,ESH,2839313.02,import
1997,ETH,677314739,import
1997,GAB,3399781184,import
1997,GHA,1444594036,import
1997,GIN,842483578.6,import
1997,GMB,44377545.67,import
1997,GNB,61205673.04,import
1997,GNQ,342106717.5,import
1997,KEN,2107815192,import
1997,LBR,496859662.1,import
1997,LBY,9235651994,import
1997,MAR,7406533417,import
1997,MDG,666227420.8,import
1997,MLI,391899147.4,import
1997,MOZ,257862150.2,import
1997,MRT,608407175.9,import
1997,MUS,1658784816,import
1997,MWI,648866642.9,import
1997,NER,350894536.1,import
1997,NGA,15825421020,import
1997,RWA,117661512.7,import
1997,SDN,634003127.1,import
1997,SEN,757640313.8,import
1997,SHN,7337992.91,import
1997,SLE,66724684.5,import
1997,SOM,37396557.89,import
1997,STP,16333072.58,import
1997,SYC,104638472.1,import
1997,TCD,130211285.4,import
1997,TGO,511033394,import
1997,TUN,6053694291,import
1997,TZA,748979675.8,import
1997,UGA,734372627.5,import
1997,XXA,74361509.03,import
1997,XXB,15084759.76,import
1997,ZAF,20847897247,import
1997,ZMB,1264175511,import
1997,ZWE,1910411885,import
1997,ATF,22853998.94,import
1997,XXA,762464.76,import
1997,AFG,101363879.2,import
1997,ARE,22709120571,import
1997,ARM,194277964.1,import
1997,AZE,589544449,import
1997,BGD,5284910597,import
1997,BHR,1555643422,import
1997,BRN,2408463092,import
1997,BTN,21154147.44,import
1997,CCK,5449122.86,import
1997,CHN,244271336783,import
1997,CXR,18002963.13,import
1997,CYP,1380184067,import
1997,GEO,394378231.7,import
1997,HKG,51465080706,import
1997,IDN,57708605503,import
1997,IND,36428383010,import
1997,IOT,21521927.62,import
1997,IRN,25995330839,import
1997,IRQ,2880864139,import
1997,ISR,12288609529,import
1997,JOR,1635693473,import
1997,JPN,413129978501,import
1997,KAZ,4866372883,import
1997,KGZ,290501340.8,import
1997,KHM,524822264.5,import
1997,KOR,131000840453,import
1997,KWT,10427863979,import
1997,LAO,238293621.3,import
1997,LBN,722652906.4,import
1997,LKA,3818211765,import
1997,MAC,2397603736,import
1997,MDV,102870085.3,import
1997,MMR,978661233.6,import
1997,MNG,521684509.5,import
1997,MYS,78779135974,import
1997,NPL,434539084.1,import
1997,OMN,7919251128,import
1997,PAK,7141507424,import
1997,PHL,28612088777,import
1997,PRK,1234325359,import
1997,QAT,4812377867,import
1997,SAU,50674274074,import
1997,SGP,81390374259,import
1997,SYR,3441222742,import
1997,THA,58142377075,import
1997,TJK,268439936.2,import
1997,TKM,1224739297,import
1997,TLS,565622.77,import
1997,TUR,27080406208,import
1997,UZB,2533227821,import
1997,VNM,8227686210,import
1997,XXA,1539570.97,import
1997,XXB,98948816936,import
1997,YEM,2054394811,import
1997,ALB,285176079.8,import
1997,AND,57806987.14,import
1997,AUT,51191723501,import
1997,BGR,4975380040,import
1997,BIH,663364994.6,import
1997,BLR,1827753596,import
1997,BLX,133768894360,import
1997,CHE,73616793723,import
1997,CZE,22667572913,import
1997,DEU,494509836752,import
1997,DNK,43475546486,import
1997,ESP,100970857142,import
1997,EST,3193912917,import
1997,FIN,40398340697,import
1997,FRA,273346522151,import
1997,GBR,245815691891,import
1997,GIB,62010748.48,import
1997,GRC,10630835683,import
1997,HRV,4364312974,import
1997,HUN,19988494505,import
1997,IRL,49400293680,import
1997,ISL,2096822252,import
1997,ITA,223105175071,import
1997,LTU,3997052077,import
1997,LVA,2928226873,import
1997,MDA,1207158631,import
1997,MKD,1506760942,import
1997,MLT,1253637873,import
1997,NLD,174410284496,import
1997,NOR,48704256328,import
1997,POL,25749058499,import
1997,PRT,23936939697,import
1997,ROU,9324345319,import
1997,RUS,80914741226,import
1997,SVK,9656846462,import
1997,SVN,8608604172,import
1997,SWE,80170743560,import
1997,UKR,15249289478,import
1997,XXB,308227104.4,import
1997,XXC,92236188.74,import
1997,YUG,2802050245,import
1997,ABW,911019872.4,import
1997,AIA,5667081.66,import
1997,ANT,1166939840,import
1997,ATG,61197154.42,import
1997,BHS,667591897.5,import
1997,BLZ,293933201,import
1997,BMU,252638452.3,import
1997,BRB,302298661.3,import
1997,CAN,177380515177,import
1997,CRI,4620197551,import
1997,CUB,1600823060,import
1997,CYM,118046606.7,import
1997,DMA,85060716.31,import
1997,DOM,4658426159,import
1997,GRD,33950097.54,import
1997,GRL,352853258.4,import
1997,GTM,3359785127,import
1997,HND,3788186625,import
1997,HTI,254431304.2,import
1997,JAM,1856832903,import
1997,KNA,52998036.39,import
1997,LCA,97461995.67,import
1997,MEX,105734557769,import
1997,MSR,9691378.91,import
1997,NIC,884851338.7,import
1997,PAN,2437851320,import
1997,SLV,2023398436,import
1997,SPM,13116631.05,import
1997,TCA,9078721.3,import
1997,TTO,2909119669,import
1997,UMI,98996880.56,import
1997,USA,615975414559,import
1997,VCT,157356632.9,import
1997,VGB,166503397.3,import
1997,XXA,687037,import
1997,XXB,191416.66,import
1997,XXC,32685079.42,import
1997,AUS,54618937877,import
1997,COK,4860349.52,import
1997,FJI,435410510.7,import
1997,FSM,39322044.52,import
1997,KIR,38542531.7,import
1997,MHL,32348755.32,import
1997,MNP,13952868.61,import
1997,NCL,500060830.4,import
1997,NFK,677607.87,import
1997,NIU,1060277.88,import
1997,NRU,25026836.17,import
1997,NZL,13635812236,import
1997,PCN,4372113.4,import
1997,PLW,37748205.04,import
1997,PNG,1821277423,import
1997,PYF,75792402.55,import
1997,SLB,208927744.1,import
1997,TKL,5412202.5,import
1997,TON,14330234.11,import
1997,TUV,688344.39,import
